rating,book_title,book_author,year_of_publication,publisher,Category
0,Midnight in the Garden of Good and Evil,John Berendt,1999.0,Vintage Books USA,history
8,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0,Ballantine Books,fiction
0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,nature
7,Congo,Michael Crichton,1995.0,Ballantine Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002.0,Miramax Kids,juvenile fiction
0,A Case of Need,Michael Crichton,1994.0,Signet Book,abortion
6,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
6,The Ugly Duckling,Iris Johansen,1997.0,Bantam Books,fiction
0,Mystic River,Dennis Lehane,2002.0,HarperTorch,fiction
0,The Bourne Supremacy,Robert Ludlum,1987.0,Bantam,fiction
7,The Liar's Club: A Memoir,Mary Karr,1998.0,Penguin USA (Paper),biography & autobiography
0,The Woman Next Door,Barbara Delinsky,2002.0,Pocket,fiction
10,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993.0,Fawcett Books,fiction
5,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999.0,Pocket Books,fiction
5,Red Storm Rising,Tom Clancy,1997.0,Berkley Publishing Group,fiction
0,Suzanne's Diary for Nicholas,James Patterson,2003.0,Warner Books,fiction
8,Turtle Moon,Alice Hoffman,1993.0,Berkley Publishing Group,fiction
0,Sleepers,Lorenzo Carcaterra,1996.0,Ballantine Books,biography & autobiography
0,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001.0,Berkley Publishing Group,biography & autobiography
3,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,fiction
0,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,fiction
0,"Welcome to the World, Baby Girl!",Fannie Flagg,1999.0,Ballantine Books,fiction
0,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,fiction
8,Shogun,JAMES CLAVELL,1986.0,Dell,fiction
8,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995.0,Ballantine Books,fiction
10,Watership Down,Richard Adams,1976.0,Avon,fiction
7,Secret History,DONNA TARTT,1993.0,Ballantine Books,fiction
8,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,nature
7,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995.0,HarperSanFrancisco,fiction
8,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991.0,Thomas Nelson,conduct of life
0,The Talisman,STEPHEN KING,2001.0,Ballantine Books,fiction
0,A Thin Dark Line (Mysteries & Horror),TAMI HOAG,1998.0,Bantam,fiction
8,Message in a Bottle,Nicholas Sparks,1998.0,Warner Books,fiction
0,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
0,Charlotte's Web (Trophy Newbery),E. B. White,1974.0,HarperTrophy,juvenile fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002.0,Villard Books,biography & autobiography
0,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998.0,Tyndale House Publishers,fiction
0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986.0,Ballantine Books,horror tales
8,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,fiction
0,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003.0,Perennial,fiction
0,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003.0,Dutton Books,humor
10,The Mists of Avalon,MARION ZIMMER BRADLEY,1987.0,Del Rey,fiction
0,Unnatural Exposure,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,fiction
0,Beach Music,Pat Conroy,1996.0,Bantam Books,fiction
6,Midnight in the Garden of Good and Evil,John Berendt,1999.0,Vintage Books USA,history
7,Outbreak,Robin Cook,1991.0,Berkley Publishing Group,fiction
1,The Angel of Darkness,Caleb Carr,1998.0,Ballantine Books,fiction
6,Watership Down,Richard Adams,1976.0,Avon,fiction
10,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004.0,Vintage,fiction
10,TickTock,Dean R. Koontz,1997.0,Ballantine Books,fiction
0,Cold Mountain : A Novel,CHARLES FRAZIER,1998.0,Vintage,fiction
0,The Prometheus Deception,Robert Ludlum,2001.0,St. Martin's Press,fiction
8,Black House,Stephen King,2002.0,Ballantine Books,fiction
7,The Eyre Affair: A Novel,Jasper Fforde,2003.0,Penguin Books,fiction
0,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
0,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
0,And Then You Die,Iris Johansen,1998.0,Bantam,fiction
6,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
10,The Phantom Tollbooth,Norton Juster,1993.0,Yearling Books,juvenile fiction
9,Acceptable Risk,Robin Cook,1996.0,Berkley Publishing Group,fiction
0,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
5,A Time to Kill,JOHN GRISHAM,1992.0,Dell,fiction
6,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998.0,Perennial,fiction
10,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
0,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,fiction
0,The Bonfire of the Vanities,Tom Wolfe,1988.0,Bantam Books,fiction
0,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,fiction
10,The Valley of Horses,JEAN M. AUEL,1984.0,Bantam,fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
8,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,fiction
8,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
8,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002.0,Warner Forever,fiction
9,The Client,John Grisham,1994.0,Dell Publishing Company,fiction
0,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,fiction
0,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,fiction
7,The Brethren,John Grisham,2000.0,Island,fiction
0,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002.0,Broadway Books,biography & autobiography
0,The Eyes of Darkness,Dean R. Koontz,1996.0,Berkley Publishing Group,fiction
0,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
0,Rainbow Six,Tom Clancy,2004.0,Berkley Publishing Group,fiction
9,A Widow for One Year,JOHN IRVING,1999.0,Ballantine Books,fiction
6,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995.0,HarperSanFrancisco,fiction
0,Last Man Standing,David Baldacci,2002.0,Warner Vision,fiction
0,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,fiction
10,Skipping Christmas,JOHN GRISHAM,2001.0,Doubleday,fiction
5,Dreamcatcher,Stephen King,2001.0,Scribner,fiction
0,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
9,White Oleander : A Novel,Janet Fitch,2001.0,"Little, Brown",fiction
7,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
0,Mrs Dalloway,Virginia Woolf,1990.0,Harvest Books,fiction
0,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000.0,Penguin Books,biography & autobiography
0,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,fiction
10,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001.0,Broadway Books,fiction
8,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
0,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994.0,Warner Books,fiction
0,Flesh and Blood,Jonathan Kellerman,2002.0,Ballantine Books,fiction
9,Beloved,Toni Morrison,1998.0,Plume Books,fiction
8,Watership Down,Richard Adams,1976.0,Avon,fiction
10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000.0,Scholastic,juvenile fiction
10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994.0,Tor Books,fiction
5,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
0,Watership Down,Richard Adams,1976.0,Avon,fiction
7,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
10,The Green Mile,Stephen King,1999.0,Pocket,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Hide & Seek,James Patterson,1996.0,Warner Books,fiction
10,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Kitchen,Banana Yoshimoto,1994.0,Washington Square Press,domestic fiction
0,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004.0,Jove Books,americans
10,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990.0,Perennial,fiction
0,Fast Women,Jennifer Crusie,2002.0,St. Martin's Press,fiction
0,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,fiction
7,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,biography & autobiography
0,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002.0,Viking Books,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
9,Lucky Man: A Memoir,Michael J. Fox,2002.0,Hyperion,biography & autobiography
0,The House of the Spirits,Isabel Allende,1986.0,Bantam Books,fiction
6,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
0,I'll Be Seeing You,Mary Higgins Clark,1994.0,Pocket,fiction
0,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,biography & autobiography
0,Jewel,Bret Lott,1999.0,Washington Square Press,fiction
0,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997.0,Riverhead Books,biography & autobiography
0,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
7,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,The Liar's Club: A Memoir,Mary Karr,1998.0,Penguin USA (Paper),biography & autobiography
5,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002.0,Broadway Books,biography & autobiography
10,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
6,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,fiction
7,Life of Pi,Yann Martel,2002.0,Harcourt,fiction
0,TickTock,Dean R. Koontz,1997.0,Ballantine Books,fiction
0,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
10,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
10,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,biography & autobiography
0,"Breath, Eyes, Memory",Edwidge Danticat,1998.0,Vintage Books USA,fiction
0,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
0,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
8,Winter Solstice,Rosamunde Pilcher,2000.0,Thomas Dunne Books,fiction
0,Lucky Man: A Memoir,Michael J. Fox,2002.0,Hyperion,biography & autobiography
10,Airframe,Michael Crichton,1996.0,Alfred A. Knopf,fiction
0,The Door to December,Dean R. Koontz,1994.0,Signet Book,fiction
0,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,fiction
0,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
9,The House of Thunder,Dean R. Koontz,1993.0,Berkley Publishing Group,fiction
0,Plainsong (Vintage Contemporaries),KENT HARUF,2000.0,Vintage,fiction
8,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,fiction
0,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
6,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
8,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999.0,St. Martin's Paperbacks,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The First Wives Club Movie Tie In,Olivia Goldsmith,1996.0,Pocket,fiction
9,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
0,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,fiction
10,The Phantom Tollbooth,Norton Juster,1993.0,Yearling Books,juvenile fiction
0,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
3,Hearts In Atlantis,Stephen King,2000.0,Pocket,fiction
8,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,fiction
0,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
0,Neverwhere,Neil Gaiman,1998.0,Avon,fiction
10,The Bad Place,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
0,Misery,Stephen King,2004.0,Penguin USA (Paper),fiction
0,That Camden Summer,Lavyrle Spencer,1997.0,Jove Books,fiction
0,The Burden of Proof,Scott Turow,1991.0,Warner Books,fiction
0,The King of Torts,JOHN GRISHAM,2003.0,Dell,fiction
10,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003.0,Jove Pubns,fiction
6,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,1996.0,HarperBusiness,humor
10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999.0,Scholastic,juvenile fiction
6,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001.0,Putnam Publishing Group,fiction
0,The Sum of All Fears,Tom Clancy,2002.0,Berkley Publishing Group,fiction
5,Secret History,DONNA TARTT,1993.0,Ballantine Books,fiction
8,Nights in Rodanthe,Nicholas Sparks,2002.0,Warner Books,fiction
7,Feast of All Saints,Anne Rice,1986.0,Ballantine Books,fiction
0,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999.0,Fawcett Books,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Long After Midnight,IRIS JOHANSEN,1997.0,Bantam,fiction
10,Chocolat,Joanne Harris,2000.0,Penguin Books,fiction
0,Shadowfires,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
9,The Color Purple,Alice Walker,1990.0,Pocket,fiction
0,Table For Two,Nora Roberts,2002.0,Silhouette,fiction
0,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,fiction
0,TickTock,Dean R. Koontz,1997.0,Ballantine Books,fiction
0,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002.0,Regan Books,political science
0,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001.0,Putnam Publishing Group,fiction
6,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,fiction
0,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
0,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998.0,Regan Books,fiction
7,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001.0,Broadway Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
8,1984,George Orwell,1990.0,Signet Book,london (england)
0,A Year in Provence,Peter Mayle,1991.0,Vintage Books USA,history
0,Rose Madder,Stephen King,2004.0,Signet Book,fiction
5,Acceptable Risk,Robin Cook,1996.0,Berkley Publishing Group,fiction
5,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,fiction
8,The God of Small Things,Arundhati Roy,1998.0,Perennial,fiction
0,Beloved (Plume Contemporary Fiction),Toni Morrison,1994.0,Plume,fiction
0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
0,Last Man Standing,David Baldacci,2002.0,Warner Vision,fiction
5,Skipping Christmas,JOHN GRISHAM,2001.0,Doubleday,fiction
9,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,biography & autobiography
7,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004.0,Jove Books,americans
0,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
8,The Mists of Avalon,MARION ZIMMER BRADLEY,1987.0,Del Rey,fiction
7,The Hunt for Red October,Tom Clancy,1985.0,Berkley Publishing Group,fiction
10,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
0,Bridget Jones's Diary,Helen Fielding,1999.0,Penguin Books,fiction
9,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998.0,Del Rey,juvenile fiction
8,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
9,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,fiction
1,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999.0,HarperCollins,juvenile fiction
7,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996.0,Penguin USA,fiction
0,Black House,Stephen King,2001.0,Random House Trade,fiction
9,The King of Torts,John Grisham,2003.0,Doubleday Books,fiction
0,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group,intelligence service
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
5,Insomnia,Stephen King,1995.0,Signet Book,fiction
0,Table For Two,Nora Roberts,2002.0,Silhouette,fiction
0,Prey: A Novel,Michael Crichton,2002.0,HarperCollins,fiction
6,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,fiction
0,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,fiction
0,Final Target,Iris Johansen,2002.0,Bantam Books,fiction
8,The Street Lawyer,JOHN GRISHAM,1999.0,Dell,fiction
0,All Around the Town,Mary Higgins Clark,1993.0,Pocket Star,fiction
0,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,fiction
9,Fatal Voyage,Kathy Reichs,2002.0,Pocket,fiction
10,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002.0,Owl Books,business & economics
0,The Door to December,Dean R. Koontz,2002.0,Signet Book,fiction
0,Mystic River,Dennis Lehane,2002.0,HarperTorch,fiction
3,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987.0,Grove Press,fiction
0,The Door to December,Dean R. Koontz,1994.0,Signet Book,fiction
9,Interpreter of Maladies,Jhumpa Lahiri,1999.0,Houghton Mifflin Co,fiction
0,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
0,Cry Wolf,TAMI HOAG,1993.0,Bantam,fiction
0,The Liar's Club: A Memoir,Mary Karr,1998.0,Penguin USA (Paper),biography & autobiography
0,The Tommyknockers,Stephen King,1994.0,Signet Book,fiction
0,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001.0,Simon & Schuster,biography & autobiography
0,Now You See Me,Tina Wainscott,2002.0,St. Martin's Paperbacks,fiction
0,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996.0,Penguin Books,fiction
0,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group,intelligence service
0,The Corrections,Jonathan Franzen,2001.0,Farrar Straus & Giroux,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
9,Gerald's Game,Stephen King,2001.0,Signet Book,fiction
9,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003.0,Doubleday,fiction
8,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998.0,St. Martin's Paperbacks,fiction
8,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
7,Unnatural Exposure,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,fiction
0,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
